,ID,Name,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special
19,241721,LW,https://cdn.sofifa.net/players/241/721/22_60.png,,Portugal,82,90,AC Milan,https://cdn.sofifa.net/teams/47/30.png,€68.5M,€52K,1959
20,251470,ST,https://cdn.sofifa.net/players/251/470/22_60.png,,Belgium,77,87,Club Brugge KV,https://cdn.sofifa.net/teams/231/30.png,€23.5M,€22K,2055
21,177413,CDM,https://cdn.sofifa.net/players/177/413/22_60.png,,Belgium,80,80,Borussia Dortmund,https://cdn.sofifa.net/teams/22/30.png,€14M,€57K,2032
22,252371,CM,https://cdn.sofifa.net/players/252/371/22_60.png,,England,82,90,Borussia Dortmund,https://cdn.sofifa.net/teams/22/30.png,€64M,€25K,2152
23,251517,CB,https://cdn.sofifa.net/players/251/517/22_60.png,,Croatia,79,89,RB Leipzig,https://cdn.sofifa.net/teams/112172/30.png,€35.5M,€35K,2017
24,239580,CB,https://cdn.sofifa.net/players/239/580/22_60.png,,Brazil,80,85,Torino F.C.,https://cdn.sofifa.net/teams/54/30.png,€29M,€41K,1824
25,251852,ST,https://cdn.sofifa.net/players/251/852/22_60.png,,Germany,74,87,FC Red Bull Salzburg,https://cdn.sofifa.net/teams/191/30.png,€10M,€16K,1894
26,241637,CM,https://cdn.sofifa.net/players/241/637/22_60.png,,France,81,88,AS Monaco,https://cdn.sofifa.net/teams/69/30.png,€52M,€46K,2141
27,239085,ST,https://cdn.sofifa.net/players/239/085/22_60.png,,Norway,88,94,Borussia Dortmund,https://cdn.sofifa.net/teams/22/30.png,€143.5M,€110K,2120
28,247090,CM,https://cdn.sofifa.net/players/247/090/22_60.png,,Argentina,77,86,River Plate,https://cdn.sofifa.net/teams/1876/30.png,€23M,€14K,2114
29,256725,CAM,https://cdn.sofifa.net/players/256/725/22_60.png,,Portugal,73,86,Fulham,https://cdn.sofifa.net/teams/144/30.png,€7M,€15K,1784
30,258942,LW,https://cdn.sofifa.net/players/258/942/22_60.png,,Romania,72,86,FCSB (Steaua),https://cdn.sofifa.net/teams/100761/30.png,€5.5M,€6K,1745
31,227813,LB,https://cdn.sofifa.net/players/227/813/22_60.png,,Ukraine,79,82,Manchester City,https://cdn.sofifa.net/teams/10/30.png,€22M,€90K,2142
32,251854,CM,https://cdn.sofifa.net/players/251/854/22_60.png,,Spain,84,92,FC Barcelona,https://cdn.sofifa.net/teams/241/30.png,€88.5M,€66K,2096
33,158023,RW,https://cdn.sofifa.net/players/158/023/22_60.png,,Argentina,92,92,Paris Saint-Germain,https://cdn.sofifa.net/teams/73/30.png,€69.5M,€290K,2206
34,244749,CB,https://cdn.sofifa.net/players/244/749/22_60.png,,Morocco,79,83,Stade Rennais FC,https://cdn.sofifa.net/teams/74/30.png,€22M,€45K,1890
35,246104,CM,https://cdn.sofifa.net/players/246/104/22_60.png,,Netherlands,78,90,Ajax,https://cdn.sofifa.net/teams/245/30.png,€33M,€11K,2085
36,251805,CB,https://cdn.sofifa.net/players/251/805/22_60.png,,Netherlands,79,88,Ajax,https://cdn.sofifa.net/teams/245/30.png,€36M,€13K,1935
37,255475,RW,https://cdn.sofifa.net/players/255/475/22_60.png,,Brazil,82,89,Ajax,https://cdn.sofifa.net/teams/245/30.png,€62M,€21K,2005
38,228702,CM,https://cdn.sofifa.net/players/228/702/22_60.png,,Netherlands,87,92,FC Barcelona,https://cdn.sofifa.net/teams/241/30.png,€119.5M,€210K,2234
39,232411,CAM,https://cdn.sofifa.net/players/232/411/22_60.png,,France,86,89,RB Leipzig,https://cdn.sofifa.net/teams/112172/30.png,€93M,€110K,2199
40,238794,LW,https://cdn.sofifa.net/players/238/794/22_60.png,,Brazil,84,91,Real Madrid CF,https://cdn.sofifa.net/teams/243/30.png,€83.5M,€165K,1970
41,246430,ST,https://cdn.sofifa.net/players/246/430/22_60.png,,Serbia,83,90,Juventus,https://cdn.sofifa.net/teams/45/30.png,€74.5M,€85K,1874
42,256630,CAM,https://cdn.sofifa.net/players/256/630/22_60.png,,Germany,82,90,Bayer 04 Leverkusen,https://cdn.sofifa.net/teams/32/30.png,€64M,€24K,1989
43,220834,RW,https://cdn.sofifa.net/players/220/834/22_60.png,,Spain,83,84,Real Madrid CF,https://cdn.sofifa.net/teams/243/30.png,€43.5M,€190K,2038
44,246174,CAM,https://cdn.sofifa.net/players/246/174/22_60.png,,England,73,87,Liverpool,https://cdn.sofifa.net/teams/9/30.png,€7M,€23K,1723
45,246191,ST,https://cdn.sofifa.net/players/246/191/22_60.png,,Argentina,78,86,River Plate,https://cdn.sofifa.net/teams/1876/30.png,€32M,€87K,2137
46,248243,CM,https://cdn.sofifa.net/players/248/243/22_60.png,,France,79,89,Real Madrid CF,https://cdn.sofifa.net/teams/243/30.png,€37M,€48K,2112
47,20801,ST,https://cdn.sofifa.net/players/020/801/22_60.png,,Portugal,91,91,Manchester United,https://cdn.sofifa.net/teams/11/30.png,€45M,€270K,2188
48,254796,RM,https://cdn.sofifa.net/players/254/796/22_60.png,,England,77,88,PSV,https://cdn.sofifa.net/teams/247/30.png,€23M,€11K,1897
49,243812,RW,https://cdn.sofifa.net/players/243/812/22_60.png,,Brazil,80,87,Real Madrid CF,https://cdn.sofifa.net/teams/243/30.png,€42M,€120K,1933
50,261360,CB,https://cdn.sofifa.net/players/261/360/22_60.png,,Belgium,64,88,Club Brugge KV,https://cdn.sofifa.net/teams/231/30.png,€1.7M,€500,1546
51,243585,GK,https://cdn.sofifa.net/players/243/585/22_60.png,,Republic of Ireland,69,85,Portsmouth,https://cdn.sofifa.net/teams/1790/30.png,€3.2M,€13K,1013
52,256790,LM,https://cdn.sofifa.net/players/256/790/22_60.png,,Germany,79,89,FC Bayern München,https://cdn.sofifa.net/teams/21/30.png,€37M,€26K,1957
53,262118,RB,https://cdn.sofifa.net/players/262/118/22_60.png,,England,74,85,Southampton,https://cdn.sofifa.net/teams/17/30.png,€8.5M,€11K,1856
54,264388,LM,https://cdn.sofifa.net/players/264/388/22_60.png,,Spain,70,82,Unión Deportiva Las Palmas,https://cdn.sofifa.net/teams/472/30.png,€3.6M,€750,1796
55,226710,ST,https://cdn.sofifa.net/players/226/710/22_60.png,,Italy,78,84,U.S. Sassuolo Calcio,https://cdn.sofifa.net/teams/111974/30.png,€23M,€34K,1856
56,203890,RB,https://cdn.sofifa.net/players/203/890/22_60.png,,Croatia,80,80,Atlético de Madrid,https://cdn.sofifa.net/teams/240/30.png,€18.5M,€56K,2052
57,236772,CAM,https://cdn.sofifa.net/players/236/772/22_60.png,,Hungary,79,87,RB Leipzig,https://cdn.sofifa.net/teams/112172/30.png,€38.5M,€54K,1991
58,245541,CAM,https://cdn.sofifa.net/players/245/541/22_60.png,,United States,77,87,Borussia Dortmund,https://cdn.sofifa.net/teams/22/30.png,€22M,€18K,1919
59,251570,RM,https://cdn.sofifa.net/players/251/570/22_60.png,,France,73,88,Olympique Lyonnais,https://cdn.sofifa.net/teams/66/30.png,€7M,€6K,1718
60,231677,LW,https://cdn.sofifa.net/players/231/677/22_60.png,,England,82,86,Manchester United,https://cdn.sofifa.net/teams/11/30.png,€43.5M,€130K,2090
61,231747,ST,https://cdn.sofifa.net/players/231/747/22_60.png,,France,91,95,Paris Saint-Germain,https://cdn.sofifa.net/teams/73/30.png,€194M,€230K,2175
62,234396,LB,https://cdn.sofifa.net/players/234/396/22_60.png,,Canada,84,89,FC Bayern München,https://cdn.sofifa.net/teams/21/30.png,€58.5M,€70K,2170
63,247819,CB,https://cdn.sofifa.net/players/247/819/22_60.png,,Germany,80,86,Sport-Club Freiburg,https://cdn.sofifa.net/teams/25/30.png,€31M,€23K,1885
64,251809,CB,https://cdn.sofifa.net/players/251/809/22_60.png,,Netherlands,79,85,LOSC Lille,https://cdn.sofifa.net/teams/65/30.png,€25.5M,€27K,1743
65,253004,LW,https://cdn.sofifa.net/players/253/004/22_60.png,,Spain,79,90,FC Barcelona,https://cdn.sofifa.net/teams/241/30.png,€37M,€56K,1904
66,259377,RM,https://cdn.sofifa.net/players/259/377/22_60.png,,Spain,76,87,Villarreal CF,https://cdn.sofifa.net/teams/483/30.png,€16M,€10K,1779
67,263578,LB,https://cdn.sofifa.net/players/263/578/22_60.png,,Spain,68,83,FC Barcelona,https://cdn.sofifa.net/teams/241/30.png,€2.6M,€2K,1600
68,230666,RW,https://cdn.sofifa.net/players/230/666/22_60.png,,Brazil,83,86,Manchester City,https://cdn.sofifa.net/teams/10/30.png,€49.5M,€150K,2072
69,241084,LW,https://cdn.sofifa.net/players/241/084/22_60.png,,Colombia,84,87,Liverpool,https://cdn.sofifa.net/teams/9/30.png,€57.5M,€145K,2045
70,241096,CDM,https://cdn.sofifa.net/players/241/096/22_60.png,,Italy,82,90,AC Milan,https://cdn.sofifa.net/teams/47/30.png,€64.5M,€35K,2205
71,241486,CB,https://cdn.sofifa.net/players/241/486/22_60.png,,France,83,89,Sevilla FC,https://cdn.sofifa.net/teams/481/30.png,€53M,€33K,1916
72,190460,CM,https://cdn.sofifa.net/players/190/460/22_60.png,,Denmark,82,82,Brentford,https://cdn.sofifa.net/teams/1925/30.png,€29.5M,€71K,2009
73,200104,LW,https://cdn.sofifa.net/players/200/104/22_60.png,,Korea Republic,89,89,Tottenham Hotspur,https://cdn.sofifa.net/teams/18/30.png,€104M,€240K,2144
74,224081,CDM,https://cdn.sofifa.net/players/224/081/22_60.png,,England,81,85,Leeds United,https://cdn.sofifa.net/teams/8/30.png,€32.5M,€82K,2100
75,233731,ST,https://cdn.sofifa.net/players/233/731/22_60.png,,Sweden,82,86,Real Sociedad,https://cdn.sofifa.net/teams/457/30.png,€45M,€37K,1920
76,239053,CM,https://cdn.sofifa.net/players/239/053/22_60.png,,Uruguay,83,89,Real Madrid CF,https://cdn.sofifa.net/teams/243/30.png,€58M,€160K,2175
77,251804,RB,https://cdn.sofifa.net/players/251/804/22_60.png,,United States,77,84,FC Barcelona,https://cdn.sofifa.net/teams/241/30.png,€20M,€71K,1990
78,258683,CM,https://cdn.sofifa.net/players/258/683/22_60.png,,Serbia,74,86,Hellas Verona,https://cdn.sofifa.net/teams/206/30.png,€10M,€17K,1956
79,232293,ST,https://cdn.sofifa.net/players/232/293/22_60.png,,Nigeria,82,88,Napoli,https://cdn.sofifa.net/teams/48/30.png,€49.5M,€77K,1989
80,235945,CDM,https://cdn.sofifa.net/players/235/945/22_60.png,,Spain,76,79,FC Bayern München,https://cdn.sofifa.net/teams/21/30.png,€9.5M,€46K,1889
81,237692,LW,https://cdn.sofifa.net/players/237/692/22_60.png,,England,84,92,Manchester City,https://cdn.sofifa.net/teams/10/30.png,€94.5M,€140K,2073
82,253002,ST,https://cdn.sofifa.net/players/253/002/22_60.png,,Italy,76,85,U.S. Sassuolo Calcio,https://cdn.sofifa.net/teams/111974/30.png,€17M,€25K,1796
83,256008,CB,https://cdn.sofifa.net/players/256/008/22_60.png,,Brazil,74,86,SL Benfica,https://cdn.sofifa.net/teams/234/30.png,€9.5M,€8K,1610
84,256287,ST,https://cdn.sofifa.net/players/256/287/22_60.png,,Argentina,74,84,Club Atlético Colón,https://cdn.sofifa.net/teams/110406/30.png,€9M,€6K,1929
85,259307,RB,https://cdn.sofifa.net/players/259/307/22_60.png,,France,74,84,Olympique Lyonnais,https://cdn.sofifa.net/teams/66/30.png,€8.5M,€12K,1887
86,261025,ST,https://cdn.sofifa.net/players/261/025/22_60.png,,England,64,86,Tottenham Hotspur,https://cdn.sofifa.net/teams/18/30.png,€1.8M,€4K,1519
87,268438,LM,https://cdn.sofifa.net/players/268/438/22_60.png,,Argentina,63,84,Manchester United,https://cdn.sofifa.net/teams/11/30.png,€1.5M,€2K,1589
88,230978,ST,https://cdn.sofifa.net/players/230/978/22_60.png,,Nigeria,76,79,1. FC Union Berlin,https://cdn.sofifa.net/teams/1831/30.png,€10.5M,€28K,1824
89,236535,CB,https://cdn.sofifa.net/players/236/535/22_60.png,,Algeria,68,73,RKC Waalwijk,https://cdn.sofifa.net/teams/1905/30.png,€1.6M,€3K,1848
90,241464,CB,https://cdn.sofifa.net/players/241/464/22_60.png,,Spain,82,89,Villarreal CF,https://cdn.sofifa.net/teams/483/30.png,€56.5M,€35K,1884
91,242641,LWB,https://cdn.sofifa.net/players/242/641/22_60.png,,France,76,86,Wolverhampton Wanderers,https://cdn.sofifa.net/teams/110/30.png,€15.5M,€43K,1876
92,243702,RWB,https://cdn.sofifa.net/players/243/702/22_60.png,,England,73,81,Nottingham Forest,https://cdn.sofifa.net/teams/14/30.png,€6.5M,€15K,1679
93,246669,RM,https://cdn.sofifa.net/players/246/669/22_60.png,,England,82,89,Arsenal,https://cdn.sofifa.net/teams/1/30.png,€59.5M,€58K,2091
94,256476,ST,https://cdn.sofifa.net/players/256/476/22_60.png,,France,70,85,Angers SCO,https://cdn.sofifa.net/teams/1530/30.png,€3.7M,€3K,1653
95,231478,ST,https://cdn.sofifa.net/players/231/478/22_60.png,,Argentina,85,89,Inter,https://cdn.sofifa.net/teams/44/30.png,€78M,€145K,2141
96,237678,CB,https://cdn.sofifa.net/players/237/678/22_60.png,,France,80,88,Liverpool,https://cdn.sofifa.net/teams/9/30.png,€44.5M,€85K,1740
97,242238,CB,https://cdn.sofifa.net/players/242/238/22_60.png,,France,72,82,FC Red Bull Salzburg,https://cdn.sofifa.net/teams/191/30.png,€4.9M,€13K,1748
98,250815,LW,https://cdn.sofifa.net/players/250/815/22_60.png,,England,56,67,Wycombe Wanderers,https://cdn.sofifa.net/teams/1933/30.png,€325K,€1K,1517
99,253124,CM,https://cdn.sofifa.net/players/253/124/22_60.png,,Portugal,79,86,Sporting CP,https://cdn.sofifa.net/teams/237/30.png,€35.5M,€15K,2102
100,258826,RB,https://cdn.sofifa.net/players/258/826/22_60.png,,Netherlands,73,84,Ajax,https://cdn.sofifa.net/teams/245/30.png,€6M,€3K,1863
101,41236,ST,https://cdn.sofifa.net/players/041/236/22_60.png,,Sweden,83,83,AC Milan,https://cdn.sofifa.net/teams/47/30.png,€12.5M,€46K,1998
102,146530,RB,https://cdn.sofifa.net/players/146/530/22_60.png,,Brazil,77,77,FC Barcelona,https://cdn.sofifa.net/teams/241/30.png,€2.3M,€71K,2091
103,233049,LW,https://cdn.sofifa.net/players/233/049/22_60.png,,England,85,89,Manchester United,https://cdn.sofifa.net/teams/11/30.png,€78.5M,€145K,1989
104,252027,CM,https://cdn.sofifa.net/players/252/027/22_60.png,,Belgium,72,84,VfL Wolfsburg,https://cdn.sofifa.net/teams/175/30.png,€5.5M,€13K,1928
105,252961,CB,https://cdn.sofifa.net/players/252/961/22_60.png,,France,72,85,FC Bayern München,https://cdn.sofifa.net/teams/21/30.png,€5M,€20K,1677
106,256612,ST,https://cdn.sofifa.net/players/256/612/22_60.png,,Brazil,77,86,FC Porto,https://cdn.sofifa.net/teams/236/30.png,€24M,€12K,1769
107,260144,CM,https://cdn.sofifa.net/players/260/144/22_60.png,,England,64,85,Arsenal,https://cdn.sofifa.net/teams/1/30.png,€1.8M,€2K,1699
108,261176,ST,https://cdn.sofifa.net/players/261/176/22_60.png,,Argentina,73,84,Club Atlético Lanús,https://cdn.sofifa.net/teams/110395/30.png,€6.5M,€12K,1788
109,173731,RW,https://cdn.sofifa.net/players/173/731/22_60.png,,Wales,81,81,Real Madrid CF,https://cdn.sofifa.net/teams/243/30.png,€21.5M,€170K,2160
110,177003,CM,https://cdn.sofifa.net/players/177/003/22_60.png,,Croatia,88,88,Real Madrid CF,https://cdn.sofifa.net/teams/243/30.png,€36.5M,€230K,2255
111,223848,CM,https://cdn.sofifa.net/players/223/848/22_60.png,,Serbia,85,86,Lazio,https://cdn.sofifa.net/teams/46/30.png,€63M,€100K,2224
112,230938,CDM,https://cdn.sofifa.net/players/230/938/22_60.png,,Côte d'Ivoire,84,86,AC Milan,https://cdn.sofifa.net/teams/47/30.png,€49.5M,€51K,2202
113,233927,CAM,https://cdn.sofifa.net/players/233/927/22_60.png,,Brazil,81,86,Olympique Lyonnais,https://cdn.sofifa.net/teams/66/30.png,€39M,€65K,2190
114,235173,CDM,https://cdn.sofifa.net/players/235/173/22_60.png,,Côte d'Ivoire,79,85,PSV,https://cdn.sofifa.net/teams/247/30.png,€25.5M,€18K,2065
115,238067,CF,https://cdn.sofifa.net/players/238/067/22_60.png,,Italy,80,88,Roma,https://cdn.sofifa.net/teams/52/30.png,€47.5M,€49K,2079
116,252145,LB,https://cdn.sofifa.net/players/252/145/22_60.png,,Portugal,80,88,Paris Saint-Germain,https://cdn.sofifa.net/teams/73/30.png,€43.5M,€9K,2075
117,255434,RM,https://cdn.sofifa.net/players/255/434/22_60.png,,Paraguay,63,83,Club Libertad,https://cdn.sofifa.net/teams/111008/30.png,€1.3M,€500,1561
118,256516,RM,https://cdn.sofifa.net/players/256/516/22_60.png,,Spain,71,86,Athletic Club de Bilbao,https://cdn.sofifa.net/teams/448/30.png,€4.4M,€6K,1754
119,261050,RM,https://cdn.sofifa.net/players/261/050/22_60.png,,Portugal,72,86,FC Porto,https://cdn.sofifa.net/teams/236/30.png,€5.5M,€3K,1682
120,162895,CM,https://cdn.sofifa.net/players/162/895/22_60.png,,Spain,75,75,AS Monaco,https://cdn.sofifa.net/teams/69/30.png,€2.6M,€42K,1880
121,192985,CM,https://cdn.sofifa.net/players/192/985/22_60.png,,Belgium,91,91,Manchester City,https://cdn.sofifa.net/teams/10/30.png,€125.5M,€350K,2303
122,212188,ST,https://cdn.sofifa.net/players/212/188/22_60.png,,Germany,83,86,Chelsea,https://cdn.sofifa.net/teams/5/30.png,€48.5M,€145K,2011
123,226161,CM,https://cdn.sofifa.net/players/226/161/22_60.png,,Spain,85,86,Atlético de Madrid,https://cdn.sofifa.net/teams/240/30.png,€63M,€89K,2242
124,227174,RB,https://cdn.sofifa.net/players/227/174/22_60.png,,Poland,79,83,Aston Villa,https://cdn.sofifa.net/teams/2/30.png,€23.5M,€55K,2020
125,238216,CM,https://cdn.sofifa.net/players/238/216/22_60.png,,England,78,85,Crystal Palace,https://cdn.sofifa.net/teams/1799/30.png,€28.5M,€69K,2010
126,239818,CB,https://cdn.sofifa.net/players/239/818/22_60.png,,Portugal,88,91,Manchester City,https://cdn.sofifa.net/teams/10/30.png,€111.5M,€210K,1897
127,240130,CB,https://cdn.sofifa.net/players/240/130/22_60.png,,Brazil,83,90,Real Madrid CF,https://cdn.sofifa.net/teams/243/30.png,€67.5M,€145K,2033
128,243388,LB,https://cdn.sofifa.net/players/243/388/22_60.png,,Croatia,77,81,VfB Stuttgart,https://cdn.sofifa.net/teams/36/30.png,€14M,€23K,1953
129,252037,ST,https://cdn.sofifa.net/players/252/037/22_60.png,,Portugal,70,83,Wolverhampton Wanderers,https://cdn.sofifa.net/teams/110/30.png,€3.7M,€16K,1661
130,252238,LM,https://cdn.sofifa.net/players/252/238/22_60.png,,Argentina,75,85,FC Dallas,https://cdn.sofifa.net/teams/695/30.png,€12M,€3K,1954
131,255001,CM,https://cdn.sofifa.net/players/255/001/22_60.png,,Italy,72,87,Genoa,https://cdn.sofifa.net/teams/110556/30.png,€5.5M,€25K,1875
132,256948,LM,https://cdn.sofifa.net/players/256/948/22_60.png,,Greece,72,80,Norwich City,https://cdn.sofifa.net/teams/1792/30.png,€5M,€14K,1858
133,259504,CM,https://cdn.sofifa.net/players/259/504/22_60.png,,Argentina,68,80,Newell's Old Boys,https://cdn.sofifa.net/teams/110396/30.png,€2.9M,€5K,1756
134,204923,CM,https://cdn.sofifa.net/players/204/923/22_60.png,,Austria,81,81,FC Bayern München,https://cdn.sofifa.net/teams/21/30.png,€27.5M,€83K,2187
135,210514,LB,https://cdn.sofifa.net/players/210/514/22_60.png,,Portugal,88,89,Manchester City,https://cdn.sofifa.net/teams/10/30.png,€96M,€240K,2257
136,232363,CB,https://cdn.sofifa.net/players/232/363/22_60.png,,Slovakia,86,87,Inter,https://cdn.sofifa.net/teams/44/30.png,€70M,€150K,1848
137,232580,CB,https://cdn.sofifa.net/players/232/580/22_60.png,,Brazil,81,87,Arsenal,https://cdn.sofifa.net/teams/1/30.png,€37M,€74K,1730
138,235805,RW,https://cdn.sofifa.net/players/235/805/22_60.png,,Italy,84,90,Juventus,https://cdn.sofifa.net/teams/45/30.png,€66.5M,€81K,2064
139,241508,LM,https://cdn.sofifa.net/players/241/508/22_60.png,,Denmark,76,86,U.C. Sampdoria,https://cdn.sofifa.net/teams/1837/30.png,€16.5M,€15K,1932
140,246923,CM,https://cdn.sofifa.net/players/246/923/22_60.png,,England,74,85,Aston Villa,https://cdn.sofifa.net/teams/2/30.png,€9M,€37K,1981
141,251573,LB,https://cdn.sofifa.net/players/251/573/22_60.png,,Brazil,81,86,Atlético de Madrid,https://cdn.sofifa.net/teams/240/30.png,€36.5M,€49K,2156
142,252897,RB,https://cdn.sofifa.net/players/252/897/22_60.png,,Scotland,63,80,Aberdeen,https://cdn.sofifa.net/teams/77/30.png,€1.1M,€500,1669
143,255069,CM,https://cdn.sofifa.net/players/255/069/22_60.png,,Spain,75,85,FC Barcelona,https://cdn.sofifa.net/teams/241/30.png,€12M,€55K,1963
144,255654,CB,https://cdn.sofifa.net/players/255/654/22_60.png,,France,75,83,AC Milan,https://cdn.sofifa.net/teams/47/30.png,€12M,€22K,1869
145,257290,RB,https://cdn.sofifa.net/players/257/290/22_60.png,,Portugal,75,84,FC Porto,https://cdn.sofifa.net/teams/236/30.png,€12M,€9K,1951
146,202556,CF,https://cdn.sofifa.net/players/202/556/22_60.png,,Netherlands,85,85,FC Barcelona,https://cdn.sofifa.net/teams/241/30.png,€58.5M,€220K,2088
147,211110,CF,https://cdn.sofifa.net/players/211/110/22_60.png,,Argentina,87,87,Juventus,https://cdn.sofifa.net/teams/45/30.png,€86.5M,€160K,2116
148,211368,LM,https://cdn.sofifa.net/players/211/368/22_60.png,,Portugal,77,77,PSV,https://cdn.sofifa.net/teams/247/30.png,€11.5M,€19K,1909
149,224293,CM,https://cdn.sofifa.net/players/224/293/22_60.png,,Portugal,83,88,Wolverhampton Wanderers,https://cdn.sofifa.net/teams/110/30.png,€54.5M,€95K,2178
150,234236,ST,https://cdn.sofifa.net/players/234/236/22_60.png,,Czech Republic,83,85,Bayer 04 Leverkusen,https://cdn.sofifa.net/teams/32/30.png,€46M,€77K,1984
151,235243,CB,https://cdn.sofifa.net/players/235/243/22_60.png,,Netherlands,85,89,Juventus,https://cdn.sofifa.net/teams/45/30.png,€71M,€81K,1984
152,239125,ST,https://cdn.sofifa.net/players/239/125/22_60.png,,Norway,68,77,FK Bodø/Glimt,https://cdn.sofifa.net/teams/918/30.png,€2.7M,€2K,1621
153,240740,LW,https://cdn.sofifa.net/players/240/740/22_60.png,,England,78,86,Chelsea,https://cdn.sofifa.net/teams/5/30.png,€31M,€77K,1934
154,241487,CF,https://cdn.sofifa.net/players/241/487/22_60.png,,United States,73,83,FC Dallas,https://cdn.sofifa.net/teams/695/30.png,€6.5M,€6K,1906
155,245367,CF,https://cdn.sofifa.net/players/245/367/22_60.png,,Netherlands,69,81,Paris Saint-Germain,https://cdn.sofifa.net/teams/73/30.png,€3.3M,€13K,1865
156,247361,CAM,https://cdn.sofifa.net/players/247/361/22_60.png,,United States,73,81,FC Red Bull Salzburg,https://cdn.sofifa.net/teams/191/30.png,€6.5M,€16K,1912
157,250723,CM,https://cdn.sofifa.net/players/250/723/22_60.png,,France,76,85,Borussia Mönchengladbach,https://cdn.sofifa.net/teams/23/30.png,€16.5M,€20K,2010
158,251530,LB,https://cdn.sofifa.net/players/251/530/22_60.png,,Portugal,73,80,Arsenal,https://cdn.sofifa.net/teams/1/30.png,€6M,€35K,1897
159,258781,CB,https://cdn.sofifa.net/players/258/781/22_60.png,,Ukraine,73,83,Dynamo Kyiv,https://cdn.sofifa.net/teams/101047/30.png,€6M,€500,1681
160,259031,ST,https://cdn.sofifa.net/players/259/031/22_60.png,,England,64,84,Manchester City,https://cdn.sofifa.net/teams/10/30.png,€1.6M,€9K,1556
161,262053,RW,https://cdn.sofifa.net/players/262/053/22_60.png,,Brazil,66,87,Manchester City,https://cdn.sofifa.net/teams/10/30.png,€2.7M,€12K,1564
162,176580,ST,https://cdn.sofifa.net/players/176/580/22_60.png,,Uruguay,86,86,Atlético de Madrid,https://cdn.sofifa.net/teams/240/30.png,€33M,€105K,2275
