,ID,Name,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special
21,216778,CB,https://cdn.sofifa.net/players/216/778/22_60.png,,https://cdn.sofifa.net/flags/pt.png,76,77,FC Porto,https://cdn.sofifa.net/teams/236/30.png,€7.5M,€1K,1781
22,243585,GK,https://cdn.sofifa.net/players/243/585/22_60.png,,https://cdn.sofifa.net/flags/ie.png,69,85,Portsmouth,https://cdn.sofifa.net/teams/1790/30.png,€3.2M,€13K,1013
23,239231,LB,https://cdn.sofifa.net/players/239/231/22_60.png,,https://cdn.sofifa.net/flags/es.png,80,85,Brighton & Hove Albion,https://cdn.sofifa.net/teams/1808/30.png,€30M,€53K,2106
24,252371,CM,https://cdn.sofifa.net/players/252/371/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,82,90,Borussia Dortmund,https://cdn.sofifa.net/teams/22/30.png,€64M,€25K,2152
25,162895,CM,https://cdn.sofifa.net/players/162/895/22_60.png,,https://cdn.sofifa.net/flags/es.png,75,75,AS Monaco,https://cdn.sofifa.net/teams/69/30.png,€2.6M,€42K,1880
26,246104,CM,https://cdn.sofifa.net/players/246/104/22_60.png,,https://cdn.sofifa.net/flags/nl.png,78,90,Ajax,https://cdn.sofifa.net/teams/245/30.png,€33M,€11K,2085
27,241637,CM,https://cdn.sofifa.net/players/241/637/22_60.png,,https://cdn.sofifa.net/flags/fr.png,81,88,AS Monaco,https://cdn.sofifa.net/teams/69/30.png,€52M,€46K,2141
28,230978,ST,https://cdn.sofifa.net/players/230/978/22_60.png,,https://cdn.sofifa.net/flags/ng.png,76,79,1. FC Union Berlin,https://cdn.sofifa.net/teams/1831/30.png,€10.5M,€28K,1824
29,256725,CAM,https://cdn.sofifa.net/players/256/725/22_60.png,,https://cdn.sofifa.net/flags/pt.png,73,86,Fulham,https://cdn.sofifa.net/teams/144/30.png,€7M,€15K,1784
30,261360,CB,https://cdn.sofifa.net/players/261/360/22_60.png,,https://cdn.sofifa.net/flags/be.png,64,88,Club Brugge KV,https://cdn.sofifa.net/teams/231/30.png,€1.7M,€500,1546
31,251854,CM,https://cdn.sofifa.net/players/251/854/22_60.png,,https://cdn.sofifa.net/flags/es.png,84,92,FC Barcelona,https://cdn.sofifa.net/teams/241/30.png,€88.5M,€66K,2096
32,262138,CB,https://cdn.sofifa.net/players/262/138/22_60.png,,https://cdn.sofifa.net/flags/fr.png,75,86,Olympique Lyonnais,https://cdn.sofifa.net/teams/66/30.png,€11M,€13K,1836
33,251805,CB,https://cdn.sofifa.net/players/251/805/22_60.png,,https://cdn.sofifa.net/flags/nl.png,79,88,Ajax,https://cdn.sofifa.net/teams/245/30.png,€36M,€13K,1935
34,239125,ST,https://cdn.sofifa.net/players/239/125/22_60.png,,https://cdn.sofifa.net/flags/no.png,68,77,FK Bodø/Glimt,https://cdn.sofifa.net/teams/918/30.png,€2.7M,€2K,1621
35,241721,LW,https://cdn.sofifa.net/players/241/721/22_60.png,,https://cdn.sofifa.net/flags/pt.png,82,90,AC Milan,https://cdn.sofifa.net/teams/47/30.png,€68.5M,€52K,1959
36,236703,LWB,https://cdn.sofifa.net/players/236/703/22_60.png,,https://cdn.sofifa.net/flags/de.png,79,83,TSG Hoffenheim,https://cdn.sofifa.net/teams/10029/30.png,€23.5M,€32K,2022
37,251517,CB,https://cdn.sofifa.net/players/251/517/22_60.png,,https://cdn.sofifa.net/flags/hr.png,79,89,RB Leipzig,https://cdn.sofifa.net/teams/112172/30.png,€35.5M,€35K,2017
38,226710,ST,https://cdn.sofifa.net/players/226/710/22_60.png,,https://cdn.sofifa.net/flags/it.png,78,84,U.S. Sassuolo Calcio,https://cdn.sofifa.net/teams/111974/30.png,€23M,€34K,1856
39,246430,ST,https://cdn.sofifa.net/players/246/430/22_60.png,,https://cdn.sofifa.net/flags/rs.png,83,90,Juventus,https://cdn.sofifa.net/teams/45/30.png,€74.5M,€85K,1874
40,232411,CAM,https://cdn.sofifa.net/players/232/411/22_60.png,,https://cdn.sofifa.net/flags/fr.png,86,89,RB Leipzig,https://cdn.sofifa.net/teams/112172/30.png,€93M,€110K,2199
41,251852,ST,https://cdn.sofifa.net/players/251/852/22_60.png,,https://cdn.sofifa.net/flags/de.png,74,87,FC Red Bull Salzburg,https://cdn.sofifa.net/teams/191/30.png,€10M,€16K,1894
42,253124,CM,https://cdn.sofifa.net/players/253/124/22_60.png,,https://cdn.sofifa.net/flags/pt.png,79,86,Sporting CP,https://cdn.sofifa.net/teams/237/30.png,€35.5M,€15K,2102
43,246728,ST,https://cdn.sofifa.net/players/246/728/22_60.png,,https://cdn.sofifa.net/flags/bf.png,74,84,Shakhtar Donetsk,https://cdn.sofifa.net/teams/101059/30.png,€9.5M,€750,1768
44,158023,RW,https://cdn.sofifa.net/players/158/023/22_60.png,,https://cdn.sofifa.net/flags/ar.png,92,92,Paris Saint-Germain,https://cdn.sofifa.net/teams/73/30.png,€69.5M,€290K,2206
45,241486,CB,https://cdn.sofifa.net/players/241/486/22_60.png,,https://cdn.sofifa.net/flags/fr.png,83,89,Sevilla FC,https://cdn.sofifa.net/teams/481/30.png,€53M,€33K,1916
46,255475,RW,https://cdn.sofifa.net/players/255/475/22_60.png,,https://cdn.sofifa.net/flags/br.png,82,89,Ajax,https://cdn.sofifa.net/teams/245/30.png,€62M,€21K,2005
47,256790,LM,https://cdn.sofifa.net/players/256/790/22_60.png,,https://cdn.sofifa.net/flags/de.png,79,89,FC Bayern München,https://cdn.sofifa.net/teams/21/30.png,€37M,€26K,1957
48,192318,CAM,https://cdn.sofifa.net/players/192/318/22_60.png,,https://cdn.sofifa.net/flags/de.png,81,81,PSV,https://cdn.sofifa.net/teams/247/30.png,€25.5M,€26K,2074
49,256476,ST,https://cdn.sofifa.net/players/256/476/22_60.png,,https://cdn.sofifa.net/flags/fr.png,70,85,Angers SCO,https://cdn.sofifa.net/teams/1530/30.png,€3.7M,€3K,1653
50,251566,LM,https://cdn.sofifa.net/players/251/566/22_60.png,,https://cdn.sofifa.net/flags/br.png,78,88,Arsenal,https://cdn.sofifa.net/teams/1/30.png,€31M,€56K,1918
51,254796,RM,https://cdn.sofifa.net/players/254/796/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,77,88,PSV,https://cdn.sofifa.net/teams/247/30.png,€23M,€11K,1897
52,257179,CB,https://cdn.sofifa.net/players/257/179/22_60.png,,https://cdn.sofifa.net/flags/pt.png,78,87,Sporting CP,https://cdn.sofifa.net/teams/237/30.png,€28.5M,€8K,1755
53,238067,CF,https://cdn.sofifa.net/players/238/067/22_60.png,,https://cdn.sofifa.net/flags/it.png,80,88,Roma,https://cdn.sofifa.net/teams/52/30.png,€47.5M,€49K,2079
54,239380,LW,https://cdn.sofifa.net/players/239/380/22_60.png,,https://cdn.sofifa.net/flags/nl.png,78,85,Club Brugge KV,https://cdn.sofifa.net/teams/231/30.png,€28.5M,€27K,2012
55,253163,CB,https://cdn.sofifa.net/players/253/163/22_60.png,,https://cdn.sofifa.net/flags/uy.png,82,89,FC Barcelona,https://cdn.sofifa.net/teams/241/30.png,€57.5M,€125K,1838
56,20801,ST,https://cdn.sofifa.net/players/020/801/22_60.png,,https://cdn.sofifa.net/flags/pt.png,91,91,Manchester United,https://cdn.sofifa.net/teams/11/30.png,€45M,€270K,2188
57,245541,CAM,https://cdn.sofifa.net/players/245/541/22_60.png,,https://cdn.sofifa.net/flags/us.png,77,87,Borussia Dortmund,https://cdn.sofifa.net/teams/22/30.png,€22M,€18K,1919
58,246191,ST,https://cdn.sofifa.net/players/246/191/22_60.png,,https://cdn.sofifa.net/flags/ar.png,78,86,River Plate,https://cdn.sofifa.net/teams/1876/30.png,€32M,€87K,2137
59,246669,RM,https://cdn.sofifa.net/players/246/669/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,82,89,Arsenal,https://cdn.sofifa.net/teams/1/30.png,€59.5M,€58K,2091
60,233419,RM,https://cdn.sofifa.net/players/233/419/22_60.png,,https://cdn.sofifa.net/flags/br.png,83,86,Leeds United,https://cdn.sofifa.net/teams/8/30.png,€49.5M,€95K,2124
61,246174,CAM,https://cdn.sofifa.net/players/246/174/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,73,87,Liverpool,https://cdn.sofifa.net/teams/9/30.png,€7M,€23K,1723
62,259377,RM,https://cdn.sofifa.net/players/259/377/22_60.png,,https://cdn.sofifa.net/flags/es.png,76,87,Villarreal CF,https://cdn.sofifa.net/teams/483/30.png,€16M,€10K,1779
63,203890,RB,https://cdn.sofifa.net/players/203/890/22_60.png,,https://cdn.sofifa.net/flags/hr.png,80,80,Atlético de Madrid,https://cdn.sofifa.net/teams/240/30.png,€18.5M,€56K,2052
64,263578,LB,https://cdn.sofifa.net/players/263/578/22_60.png,,https://cdn.sofifa.net/flags/es.png,68,83,FC Barcelona,https://cdn.sofifa.net/teams/241/30.png,€2.6M,€2K,1600
65,220182,CB,https://cdn.sofifa.net/players/220/182/22_60.png,,https://cdn.sofifa.net/flags/be.png,78,81,Olympique Lyonnais,https://cdn.sofifa.net/teams/66/30.png,€16.5M,€55K,1860
66,251570,RM,https://cdn.sofifa.net/players/251/570/22_60.png,,https://cdn.sofifa.net/flags/fr.png,73,88,Olympique Lyonnais,https://cdn.sofifa.net/teams/66/30.png,€7M,€6K,1718
67,228702,CM,https://cdn.sofifa.net/players/228/702/22_60.png,,https://cdn.sofifa.net/flags/nl.png,87,92,FC Barcelona,https://cdn.sofifa.net/teams/241/30.png,€119.5M,€210K,2234
68,260144,CM,https://cdn.sofifa.net/players/260/144/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,64,85,Arsenal,https://cdn.sofifa.net/teams/1/30.png,€1.8M,€2K,1699
69,262113,LM,https://cdn.sofifa.net/players/262/113/22_60.png,,https://cdn.sofifa.net/flags/pl.png,70,84,Roma,https://cdn.sofifa.net/teams/52/30.png,€3.8M,€14K,1749
70,239053,CM,https://cdn.sofifa.net/players/239/053/22_60.png,,https://cdn.sofifa.net/flags/uy.png,83,89,Real Madrid CF,https://cdn.sofifa.net/teams/243/30.png,€58M,€160K,2175
71,243715,CB,https://cdn.sofifa.net/players/243/715/22_60.png,,https://cdn.sofifa.net/flags/fr.png,79,87,Olympique de Marseille,https://cdn.sofifa.net/teams/219/30.png,€36M,€55K,1835
72,253002,ST,https://cdn.sofifa.net/players/253/002/22_60.png,,https://cdn.sofifa.net/flags/it.png,76,85,U.S. Sassuolo Calcio,https://cdn.sofifa.net/teams/111974/30.png,€17M,€25K,1796
73,258467,CAM,https://cdn.sofifa.net/players/258/467/22_60.png,,https://cdn.sofifa.net/flags/ar.png,66,86,Lazio,https://cdn.sofifa.net/teams/46/30.png,€2.3M,€2K,1649
74,233585,CAM,https://cdn.sofifa.net/players/233/585/22_60.png,,https://cdn.sofifa.net/flags/br.png,73,82,Santa Clara,https://cdn.sofifa.net/teams/1438/30.png,€7M,€6K,1844
75,246618,CAM,https://cdn.sofifa.net/players/246/618/22_60.png,,https://cdn.sofifa.net/flags/cz.png,77,87,AC Sparta Praha,https://cdn.sofifa.net/teams/267/30.png,€22M,€500,1929
76,247819,CB,https://cdn.sofifa.net/players/247/819/22_60.png,,https://cdn.sofifa.net/flags/de.png,80,86,Sport-Club Freiburg,https://cdn.sofifa.net/teams/25/30.png,€31M,€23K,1885
77,252145,LB,https://cdn.sofifa.net/players/252/145/22_60.png,,https://cdn.sofifa.net/flags/pt.png,80,88,Paris Saint-Germain,https://cdn.sofifa.net/teams/73/30.png,€43.5M,€9K,2075
78,262118,RB,https://cdn.sofifa.net/players/262/118/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,74,85,Southampton,https://cdn.sofifa.net/teams/17/30.png,€8.5M,€11K,1856
79,188545,ST,https://cdn.sofifa.net/players/188/545/22_60.png,,https://cdn.sofifa.net/flags/pl.png,92,92,FC Bayern München,https://cdn.sofifa.net/teams/21/30.png,€119.5M,€270K,2211
80,232580,CB,https://cdn.sofifa.net/players/232/580/22_60.png,,https://cdn.sofifa.net/flags/br.png,81,87,Arsenal,https://cdn.sofifa.net/teams/1/30.png,€37M,€74K,1730
81,234906,CAM,https://cdn.sofifa.net/players/234/906/22_60.png,,https://cdn.sofifa.net/flags/fr.png,79,84,Olympique Lyonnais,https://cdn.sofifa.net/teams/66/30.png,€26.5M,€57K,2085
82,246785,LM,https://cdn.sofifa.net/players/246/785/22_60.png,,https://cdn.sofifa.net/flags/es.png,77,87,Valencia CF,https://cdn.sofifa.net/teams/461/30.png,€23M,€56K,1756
83,247246,CM,https://cdn.sofifa.net/players/247/246/22_60.png,,https://cdn.sofifa.net/flags/fr.png,76,84,OGC Nice,https://cdn.sofifa.net/teams/72/30.png,€16.5M,€23K,2064
84,248243,CM,https://cdn.sofifa.net/players/248/243/22_60.png,,https://cdn.sofifa.net/flags/fr.png,79,89,Real Madrid CF,https://cdn.sofifa.net/teams/243/30.png,€37M,€48K,2112
85,233927,CAM,https://cdn.sofifa.net/players/233/927/22_60.png,,https://cdn.sofifa.net/flags/br.png,81,86,Olympique Lyonnais,https://cdn.sofifa.net/teams/66/30.png,€39M,€65K,2190
86,242516,LM,https://cdn.sofifa.net/players/242/516/22_60.png,,https://cdn.sofifa.net/flags/nl.png,81,86,PSV,https://cdn.sofifa.net/teams/247/30.png,€39.5M,€22K,2016
87,200104,LW,https://cdn.sofifa.net/players/200/104/22_60.png,,https://cdn.sofifa.net/flags/kr.png,89,89,Tottenham Hotspur,https://cdn.sofifa.net/teams/18/30.png,€104M,€240K,2144
88,231747,ST,https://cdn.sofifa.net/players/231/747/22_60.png,,https://cdn.sofifa.net/flags/fr.png,91,95,Paris Saint-Germain,https://cdn.sofifa.net/teams/73/30.png,€194M,€230K,2175
89,241461,RW,https://cdn.sofifa.net/players/241/461/22_60.png,,https://cdn.sofifa.net/flags/es.png,83,89,FC Barcelona,https://cdn.sofifa.net/teams/241/30.png,€58.5M,€140K,2028
90,255654,CB,https://cdn.sofifa.net/players/255/654/22_60.png,,https://cdn.sofifa.net/flags/fr.png,75,83,AC Milan,https://cdn.sofifa.net/teams/47/30.png,€12M,€22K,1869
91,256008,CB,https://cdn.sofifa.net/players/256/008/22_60.png,,https://cdn.sofifa.net/flags/br.png,74,86,SL Benfica,https://cdn.sofifa.net/teams/234/30.png,€9.5M,€8K,1610
92,259583,LWB,https://cdn.sofifa.net/players/259/583/22_60.png,,https://cdn.sofifa.net/flags/it.png,68,81,Udinese Calcio,https://cdn.sofifa.net/teams/55/30.png,€2.7M,€3K,1745
93,209331,RW,https://cdn.sofifa.net/players/209/331/22_60.png,,https://cdn.sofifa.net/flags/eg.png,91,91,Liverpool,https://cdn.sofifa.net/teams/9/30.png,€129M,€350K,2236
94,212622,CDM,https://cdn.sofifa.net/players/212/622/22_60.png,,https://cdn.sofifa.net/flags/de.png,89,90,FC Bayern München,https://cdn.sofifa.net/teams/21/30.png,€108M,€160K,2288
95,213956,RW,https://cdn.sofifa.net/players/213/956/22_60.png,,https://cdn.sofifa.net/flags/es.png,79,80,FC Barcelona,https://cdn.sofifa.net/teams/241/30.png,€21M,€87K,1931
96,230666,RW,https://cdn.sofifa.net/players/230/666/22_60.png,,https://cdn.sofifa.net/flags/br.png,83,86,Manchester City,https://cdn.sofifa.net/teams/10/30.png,€49.5M,€150K,2072
97,230938,CDM,https://cdn.sofifa.net/players/230/938/22_60.png,,https://cdn.sofifa.net/flags/ci.png,84,86,AC Milan,https://cdn.sofifa.net/teams/47/30.png,€49.5M,€51K,2202
98,231281,RB,https://cdn.sofifa.net/players/231/281/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,87,90,Liverpool,https://cdn.sofifa.net/teams/9/30.png,€102.5M,€150K,2245
99,232756,CB,https://cdn.sofifa.net/players/232/756/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,82,88,AC Milan,https://cdn.sofifa.net/teams/47/30.png,€43.5M,€42K,1845
100,234396,LB,https://cdn.sofifa.net/players/234/396/22_60.png,,https://cdn.sofifa.net/flags/ca.png,84,89,FC Bayern München,https://cdn.sofifa.net/teams/21/30.png,€58.5M,€70K,2170
101,241084,LW,https://cdn.sofifa.net/players/241/084/22_60.png,,https://cdn.sofifa.net/flags/co.png,84,87,Liverpool,https://cdn.sofifa.net/teams/9/30.png,€57.5M,€145K,2045
102,258942,LW,https://cdn.sofifa.net/players/258/942/22_60.png,,https://cdn.sofifa.net/flags/ro.png,72,86,FCSB (Steaua),https://cdn.sofifa.net/teams/100761/30.png,€5.5M,€6K,1745
103,261050,RM,https://cdn.sofifa.net/players/261/050/22_60.png,,https://cdn.sofifa.net/flags/pt.png,72,86,FC Porto,https://cdn.sofifa.net/teams/236/30.png,€5.5M,€3K,1682
104,269688,RW,https://cdn.sofifa.net/players/269/688/22_60.png,,https://cdn.sofifa.net/flags/br.png,66,87,Manchester City,https://cdn.sofifa.net/teams/10/30.png,€2.7M,€12K,1567
105,199110,ST,https://cdn.sofifa.net/players/199/110/22_60.png,,https://cdn.sofifa.net/flags/co.png,82,82,Atalanta,https://cdn.sofifa.net/teams/39/30.png,€30M,€70K,2005
106,229391,CDM,https://cdn.sofifa.net/players/229/391/22_60.png,,https://cdn.sofifa.net/flags/pt.png,82,85,Sporting CP,https://cdn.sofifa.net/teams/237/30.png,€36.5M,€18K,2041
107,231352,ST,https://cdn.sofifa.net/players/231/352/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,81,86,Roma,https://cdn.sofifa.net/teams/52/30.png,€39.5M,€61K,1834
108,234378,CDM,https://cdn.sofifa.net/players/234/378/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,83,88,West Ham United,https://cdn.sofifa.net/teams/19/30.png,€51M,€76K,2072
109,234577,GK,https://cdn.sofifa.net/players/234/577/22_60.png,,https://cdn.sofifa.net/flags/pt.png,77,86,FC Porto,https://cdn.sofifa.net/teams/236/30.png,€20.5M,€7K,1110
110,235805,RW,https://cdn.sofifa.net/players/235/805/22_60.png,,https://cdn.sofifa.net/flags/it.png,84,90,Juventus,https://cdn.sofifa.net/teams/45/30.png,€66.5M,€81K,2064
111,236610,ST,https://cdn.sofifa.net/players/236/610/22_60.png,,https://cdn.sofifa.net/flags/it.png,79,87,Juventus,https://cdn.sofifa.net/teams/45/30.png,€39.5M,€69K,1875
112,237692,LW,https://cdn.sofifa.net/players/237/692/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,84,92,Manchester City,https://cdn.sofifa.net/teams/10/30.png,€94.5M,€140K,2073
113,242434,CM,https://cdn.sofifa.net/players/242/434/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,75,86,Liverpool,https://cdn.sofifa.net/teams/9/30.png,€12.5M,€57K,1940
114,243630,ST,https://cdn.sofifa.net/players/243/630/22_60.png,,https://cdn.sofifa.net/flags/ca.png,79,85,LOSC Lille,https://cdn.sofifa.net/teams/65/30.png,€28.5M,€34K,1921
115,243812,RW,https://cdn.sofifa.net/players/243/812/22_60.png,,https://cdn.sofifa.net/flags/br.png,80,87,Real Madrid CF,https://cdn.sofifa.net/teams/243/30.png,€42M,€120K,1933
116,248808,LWB,https://cdn.sofifa.net/players/248/808/22_60.png,,https://cdn.sofifa.net/flags/gb-sct.png,73,85,Bologna,https://cdn.sofifa.net/teams/189/30.png,€7M,€12K,1834
117,252802,RWB,https://cdn.sofifa.net/players/252/802/22_60.png,,https://cdn.sofifa.net/flags/ci.png,73,85,Torino F.C.,https://cdn.sofifa.net/teams/54/30.png,€7M,€21K,1866
118,255001,CM,https://cdn.sofifa.net/players/255/001/22_60.png,,https://cdn.sofifa.net/flags/it.png,72,87,Genoa,https://cdn.sofifa.net/teams/110556/30.png,€5.5M,€25K,1875
119,259356,CAM,https://cdn.sofifa.net/players/259/356/22_60.png,,https://cdn.sofifa.net/flags/gb-eng.png,64,86,Aston Villa,https://cdn.sofifa.net/teams/2/30.png,€1.8M,€2K,1630
120,225375,CDM,https://cdn.sofifa.net/players/225/375/22_60.png,,https://cdn.sofifa.net/flags/at.png,82,84,RB Leipzig,https://cdn.sofifa.net/teams/112172/30.png,€35.5M,€70K,2146
121,228251,CAM,https://cdn.sofifa.net/players/228/251/22_60.png,,https://cdn.sofifa.net/flags/it.png,83,87,Roma,https://cdn.sofifa.net/teams/52/30.png,€50.5M,€72K,2246
122,232938,RB,https://cdn.sofifa.net/players/232/938/22_60.png,,https://cdn.sofifa.net/flags/jp.png,78,85,Arsenal,https://cdn.sofifa.net/teams/1/30.png,€27M,€59K,1832
123,235073,GK,https://cdn.sofifa.net/players/235/073/22_60.png,,https://cdn.sofifa.net/flags/ch.png,82,87,Borussia Dortmund,https://cdn.sofifa.net/teams/22/30.png,€37M,€44K,1215
124,235173,CDM,https://cdn.sofifa.net/players/235/173/22_60.png,,https://cdn.sofifa.net/flags/ci.png,79,85,PSV,https://cdn.sofifa.net/teams/247/30.png,€25.5M,€18K,2065
125,236772,CAM,https://cdn.sofifa.net/players/236/772/22_60.png,,https://cdn.sofifa.net/flags/hu.png,79,87,RB Leipzig,https://cdn.sofifa.net/teams/112172/30.png,€38.5M,€54K,1991
126,173731,RW,https://cdn.sofifa.net/players/173/731/22_60.png,,https://cdn.sofifa.net/flags/gb-wls.png,81,81,Real Madrid CF,https://cdn.sofifa.net/teams/243/30.png,€21.5M,€170K,2160
127,205452,CB,https://cdn.sofifa.net/players/205/452/22_60.png,,https://cdn.sofifa.net/flags/de.png,86,87,Chelsea,https://cdn.sofifa.net/teams/5/30.png,€64.5M,€170K,2000
128,218667,CAM,https://cdn.sofifa.net/players/218/667/22_60.png,,https://cdn.sofifa.net/flags/pt.png,87,88,Manchester City,https://cdn.sofifa.net/teams/10/30.png,€94M,€220K,2182
129,223848,CM,https://cdn.sofifa.net/players/223/848/22_60.png,,https://cdn.sofifa.net/flags/rs.png,85,86,Lazio,https://cdn.sofifa.net/teams/46/30.png,€63M,€100K,2224
130,236632,RW,https://cdn.sofifa.net/players/236/632/22_60.png,,https://cdn.sofifa.net/flags/br.png,79,82,Shakhtar Donetsk,https://cdn.sofifa.net/teams/101059/30.png,€24M,€1K,1906
131,237681,RM,https://cdn.sofifa.net/players/237/681/22_60.png,,https://cdn.sofifa.net/flags/jp.png,75,88,RCD Mallorca,https://cdn.sofifa.net/teams/453/30.png,€13.5M,€77K,1821
132,252143,CM,https://cdn.sofifa.net/players/252/143/22_60.png,,https://cdn.sofifa.net/flags/pt.png,75,84,Sporting CP,https://cdn.sofifa.net/teams/237/30.png,€12.5M,€11K,2012
133,258826,RB,https://cdn.sofifa.net/players/258/826/22_60.png,,https://cdn.sofifa.net/flags/nl.png,73,84,Ajax,https://cdn.sofifa.net/teams/245/30.png,€6M,€3K,1863
134,263620,CDM,https://cdn.sofifa.net/players/263/620/22_60.png,,https://cdn.sofifa.net/flags/be.png,62,85,Manchester City,https://cdn.sofifa.net/teams/10/30.png,€1.2M,€700,1568
135,224293,CM,https://cdn.sofifa.net/players/224/293/22_60.png,,https://cdn.sofifa.net/flags/pt.png,83,88,Wolverhampton Wanderers,https://cdn.sofifa.net/teams/110/30.png,€54.5M,€95K,2178
136,230767,CM,https://cdn.sofifa.net/players/230/767/22_60.png,,https://cdn.sofifa.net/flags/pt.png,80,86,LOSC Lille,https://cdn.sofifa.net/teams/65/30.png,€33M,€38K,2218
